growth_rate,production,is_pareto,init_growth_rate,init_production
0.26452604,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2492576,1e-04,False,0.43089055997461734,0.00010000000000000002
0.16937405,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3138612,1e-04,False,0.43089055997461734,0.00010000000000000002
0.17402686,1e-04,False,0.43089055997461734,0.00010000000000000002
0.29236898,1e-04,False,0.43089055997461734,0.00010000000000000002
0.27720448,1e-04,False,0.43089055997461734,0.00010000000000000002
0.059937477,1e-04,False,0.43089055997461734,0.00010000000000000002
0.16276236,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2454182,1e-04,False,0.43089055997461734,0.00010000000000000002
0.12964356,1e-04,False,0.43089055997461734,0.00010000000000000002
0.011121182,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3008233,1e-04,False,0.43089055997461734,0.00010000000000000002
0.24635388,1e-04,False,0.43089055997461734,0.00010000000000000002
0.0023215595,1e-04,False,0.43089055997461734,0.00010000000000000002
0.21036951,1e-04,False,0.43089055997461734,0.00010000000000000002
0.39934197,1e-04,False,0.43089055997461734,0.00010000000000000002
0.39942923,1e-04,False,0.43089055997461734,0.00010000000000000002
0.38282174,1e-04,False,0.43089055997461734,0.00010000000000000002
0.30695215,1e-04,False,0.43089055997461734,0.00010000000000000002
0.19725792,1e-04,False,0.43089055997461734,0.00010000000000000002
0.18936999,1e-04,False,0.43089055997461734,0.00010000000000000002
0.026876157,1e-04,False,0.43089055997461734,0.00010000000000000002
0.21765643,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3873043,1e-04,False,0.43089055997461734,0.00010000000000000002
0.26624784,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2840276,1e-04,False,0.43089055997461734,0.00010000000000000002
0.15441869,1e-04,False,0.43089055997461734,0.00010000000000000002
0.27406538,1e-04,False,0.43089055997461734,0.00010000000000000002
0.18544847,1e-04,False,0.43089055997461734,0.00010000000000000002
0.26597595,1e-04,False,0.43089055997461734,0.00010000000000000002
0.21854247,1e-04,False,0.43089055997461734,0.00010000000000000002
0.30969137,1e-04,False,0.43089055997461734,0.00010000000000000002
0.3689502,1e-04,False,0.43089055997461734,0.00010000000000000002
0.2013417,1e-04,False,0.43089055997461734,0.00010000000000000002
0.29805943,1e-04,False,0.43089055997461734,0.00010000000000000002
0.07536698,1e-04,False,0.43089055997461734,0.00010000000000000002
0.13086446,1e-04,False,0.43089055997461734,0.00010000000000000002
0.37516,1e-04,False,0.43089055997461734,0.00010000000000000002
